Samples	meh	prkb	rbcl	rbcs	coxs	coxm	cutm	coxl	cutl	mct	abfd	acs	acss	acsb	nirk	nosz	norb	nirs	napa	nrfa	nira	narb	nasa	nr	hao	nit-6	nifk	nifd	nifh	pufm	peth	pete	petc	psba	psaa	apca	apcf	cpca	cpea	mpea	cpet	lhcb1	lhca1	sat	met3	apra	aprb	suox	sir	cysc	cysk	cysm	cysh	cysj	cysi	cysn	cysd
TSC141	0.0	18.7139	204.9725	616.2646	0.0	2845.2030000000004	0.0	340.6037	0.0	0.0	0.0	0.0	0.0	0.0	46.5672	0.0	0.0	0.0	24.0649	0.0	0.0	0.0	19.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.5434	85.7977	332.5095	697.7651799999999	777.7205400000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409.1387	12.222	85.154	0.0	18.2926	0.0	1222.7575699999995	654.3351	139.817	254.2063	427.5701	283.32710000000003	21.8577	120.86747
TSC142	0.0	0.0	414.9523	122.8161	66.2909	183.2436	0.0	40.8276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0685	0.0	373.022	327.7421	408.7095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360.0685	0.0	0.0	958.428	27.1604	16.8695	2820.76059	261.5339	317.48830000000004	434.71789	137.4605	2110.3779	241.6953	705.4008
TSC144	0.0	0.0	29.1976	29.1976	667.7223999999999	584.1456000000001	0.0	451.8726	109.686	0.0	190.37240000000003	0.0	0.0	0.0	68.9547	0.0	0.0	0.0	0.0	0.0	15.9595	0.0	88.7692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0817	0.0	299.4451	68.65610000000001	66.1507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	696.3804499999999	0.0	4.65414	342.3053	0.0	58.6824	1608.6776300000004	839.4453000000001	811.8682600000002	1107.66198	149.3874	362.3868	252.0295	526.79824
TSC145	0.0	0.0	177.0589	185.77820000000003	100.4158	4760.8789	0.0	67.9122	0.0	0.0	78.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.8309	0.0	563.8587	1156.5335	586.2311000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.0924999999999	0.0	0.0	1671.35	0.0	0.0	2843.92079	268.47270000000003	100.794	568.0613	18.8671	108.9264	159.9755	707.0353999999999
TSC245	0.0	11.3421	2578.87423	251.9033	678.4226	509.0028	0.0	328.3981	12.3088	0.0	48.7463	0.0	0.0	0.0	131.771	0.0	0.0	0.0	156.656	0.0	79.5075	99.2698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.5623	102.4989	1538.2692000000002	1374.1216	2100.177	0.0	148.2991	80.2278	0.0	0.0	0.0	0.0	313.5606	524.64169	23.7957	0.0	0.0	22.8266	144.5197	1689.29914	1797.6624	144.73467	128.1223	315.7561	337.6715	268.2936	678.0127600000001
TSC246	0.0	0.0	898.3491	319.4611	759.5340000000001	762.5283000000001	0.0	113.6432	27.7922	0.0	176.53	44.0939	0.0	0.0	15.8822	14.0375	0.0	0.0	91.2456	0.0	60.5349	0.0	33.2143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.4243	1180.3430999999998	118.1069	773.5190700000002	0.0	56.3133	29.3318	0.0	29.4876	62.7935	0.0	125.6935	1009.17524	40.5038	0.0	1824.1153	0.0	56.9616	1654.7128999999998	1511.8249499999995	155.16950000000003	92.6498	221.83196	656.0186999999999	294.0169	654.98463
TSC247	0.0	26.9621	22.4702	0.0	1169.1958	1902.83738	21.53932	173.3429	318.29197000000005	23.4891	273.3278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.6954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.9491	240.11626	20.70171	9.60178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1919.15925	18.5928	0.0	971.4788	0.0	0.0	1258.5129500000005	842.38179	460.58535	316.4916	336.9673	295.49148	73.87989999999999	460.0891
TSC248	0.0	0.0	127.37851	72.55600000000001	12.8154	1529.71636	0.0	29.1592	0.0	8.8513	0.0	0.0	0.0	0.0	100.314	9.60628	0.0	0.0	60.3651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.8712	47.54398	139.28975000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	704.93395	39.0106	0.0	2866.56	0.0	124.512	1110.53857	1545.72998	422.42432	610.7467	156.7996	661.15961	635.8068	696.51001
TSC250	0.0	99.4877	459.9742	687.0434	0.0	537.5972	0.0	89.5928	0.0	0.0	53.9171	0.0	0.0	0.0	186.776	19.7103	0.0	0.0	20.3975	0.0	0.0	0.0	116.0164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.513	17.9599	740.7334000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1283.3126	14.64745	0.0	0.0	96.3655	224.1704	1213.7949	1104.662	435.1371	896.94043	345.9988	274.1318	767.1347999999999	1152.31239
TSC251	0.0	66.3578	442.04711	79.1514	134.764	2180.4563500000004	0.0	174.7906	0.0	23.6587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.5711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.32424	0.0	1311.19054	228.89640000000003	461.5925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.8531	0.0	23.4878	42.1221	17.7451	852.1532	2823.1591	1144.1632900000002	733.315	833.1098999999998	70.6761	765.4548	759.8956000000001	998.9567000000002
TSC252	0.0	136.1878	142.27429999999998	96.2581	42.1633	1806.83296	0.0	194.2454	0.0	124.8027	81.6965	0.0	0.0	0.0	0.0	9.82559	0.0	0.0	55.3654	0.0	0.0	5.62427	28.1264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21135	41.6872	908.8056	273.1162	223.5943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1915.08347	0.0	0.0	752.302	0.0	88.7516	2193.87553	1410.2916899999996	729.6949000000001	435.62003	77.48519999999999	902.2309	663.9782	1146.2069
TSC254	0.0	18.0438	708.9764	382.9991	150.779	527.1107	0.0	125.089	0.0	0.0	0.0	0.0	0.0	0.0	14.963	0.0	0.0	0.0	19.9359	0.0	0.0	0.0	22.8577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7278	0.0	2037.9866	454.759	1054.63005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1865.52801	0.0	0.0	0.0	0.0	290.0287	2616.669010000001	1610.8463	1332.6993	862.8819299999999	136.29000000000002	402.4924	593.7696900000001	1053.9463
TSC256	0.0	172.0381	305.78270000000003	319.5638	909.5638	1942.95254	18.7259	761.0821000000001	338.1491	8.3171	81.9074	0.0	0.0	0.0	146.2641	0.0	0.0	0.0	322.391	0.0	0.0	30.4645	332.763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.553	249.7516	487.0343	297.59685	406.6678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1358.738	8.08305	0.0	613.134	0.0	0.0	1229.5174800000004	1161.4463400000002	1565.6645	899.65205	266.68910000000005	613.2644	193.8097	1062.49634
TSC257	0.0	21.9491	1032.5238	173.41601	94.4995	423.3731	0.0	137.2578	0.0	88.1736	0.0	72.0825	0.0	0.0	0.0	0.0	0.0	0.0	194.056	0.0	0.0	0.0	23.9169	0.0	0.0	0.0	30.83	0.0	0.0	0.0	83.2875	0.0	1365.012	218.7653	188.30303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0365999999999	0.0	0.0	0.0	0.0	525.5297	1684.1445000000003	1173.3106700000003	1782.1165999999998	967.3951	109.7865	664.75306	936.7703	951.3338
TSC258	0.0	564.43303	62.5747	64.936	132.4157	358.2128	0.0	255.115	0.0	73.57675	0.0	0.0	0.0	0.0	62.23248	177.0512	164.1917	90.7642	101.19021	0.0	0.0	0.0	565.40357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1709	1803.7048	118.5029	121.66366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657.3999	0.0	0.0	187.2963	6.97543	93.6207	1819.33929	2142.78058	608.7503999999999	625.71747	314.9202	983.492	1096.2332	1725.3222999999998
TSC259	0.0	327.788	2052.189	151.0639	24.1247	1095.9696	0.0	146.0815	0.0	29.7527	8.3975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.549	0.0	660.7271999999999	241.5517	182.5382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1137.28905	0.0	7.1598	1600.07	0.0	26.861	2385.10993	2192.87442	1799.00086	810.5015000000002	27.098	677.54292	920.764	1542.6105
TSC260	0.0	72.96090000000001	1424.9182999999998	37.3773	78.65244	416.3152	0.0	92.7156	0.0	32.4843	16.3785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.812	123.6373	1452.5536	82.5517	49.5576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1008.2392	0.0	0.0	602.3171	0.0	227.1878	1934.6974	1074.09648	822.6828	506.9182	12.4623	480.88677	963.8658	992.6694
TSC261	0.0	0.0	818.4881999999999	312.25	30.7573	2436.1239	0.0	35.0737	0.0	77.2667	0.0	0.0	0.0	0.0	25.9316	0.0	0.0	0.0	17.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.8536	0.0	1064.0723	56.54812	189.68863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1033.1248	0.0	0.0	416.821	0.0	175.53069999999997	1379.75034	1415.84894	297.11745	489.88724	24.3908	454.8473000000001	494.5934	538.76634
TSC262	0.0	0.0	1590.00386	573.0754999999999	0.0	3009.652	0.0	81.10279999999999	0.0	70.3875	0.0	141.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.238	0.0	770.9964	676.0201000000001	2115.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1102.5024	0.0	0.0	0.0	0.0	72.5089	1201.2448499999998	817.3938999999999	328.3023	334.37290999999993	104.231	250.3512000000001	584.3026	401.34136
