Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
TSC001	32.168800000000005	23.4658	6517.745000000001	401.2411000000001	3848.51603	1565.1282	812.9376	0.0	365.2723	3681.579310000001	0.0	0.0	0.0	0.0	0.0	7754.53094	0.0	35.295	2069.31194	4543.60848	1059.4459000000002	101.513	2061.9573200000004	1759.4597799999992	1705.1071000000002	625.11375	502.7181999999999	989.76688	1491.7563799999998	822.12249	660.4112600000001	9.68371	64.2793	171.2443	0.0	338.44814	82.4497	1170.8399900000002	100.6803	2394.0615299999995	31.684800000000003	349.08239999999995	2625.6306	2729.40405	3162.3472	2003.5473	6106.149700000003	5355.678699999999	276.1053	780.8835399999999	570.0783	0.0	479.38548	1728.8414000000005	514.4078000000001	243.9679	165.88119999999998	97.3055	1209.9457	218.508	228.9881	302.0323	1367.9817
TSC003	32.3413	128.409	1924.9316	189.1491	2304.1669	1205.7627	83.0632	0.0	192.7722	1863.5074	0.0	0.0	0.0	0.0	0.0	3123.26998	0.0	0.0	576.47039	3804.241500000001	1487.9818	277.042	324.96590000000003	1341.4886000000004	719.5053	532.54152	504.7202	476.7223	447.2592	454.2193	571.8813	0.0	0.0	80.045	294.139	397.7691	189.3541	1800.8119	272.5601	1900.1927	0.0	162.6226	1657.3258999999998	1045.9694	1037.8827	395.0852	4115.301899999999	2045.3277	144.38188	274.2488	188.4272	0.0	641.4087999999999	879.6460999999999	311.91779999999994	641.3162	398.3348	74.71340000000001	375.4980000000001	0.0	0.0	0.0	743.3957999999999
TSC005	91.8569	382.6532	2733.2435399999995	662.1592	5824.160540000002	3331.232189999999	471.88069999999993	11.9014	199.97860000000003	3724.0997000000007	0.0	0.0	0.0	0.0	0.0	5579.760030000001	0.0	0.0	1878.07459	4558.77728	3369.4834	74.3543	140.42607	2776.9107699999995	1593.9322	1083.1826999999998	1334.1284	1046.48807	1879.776	1397.7985799999997	1204.3147999999997	92.2994	218.0541	188.0219	51.2278	558.5627000000001	175.8342	1987.6788	1005.9607	3919.7505899999983	91.3981	676.5626000000001	3697.87938	3339.644099999999	1788.9437000000005	1521.1861	3390.1779	3377.876439999998	262.6825	771.5076400000002	600.67761	183.2255	1066.3843	2787.82646	1512.1927999999998	213.50959	181.54960000000003	164.0869	402.6586	159.19250000000002	212.56850000000003	305.8466	964.58938
TSC008	98.2651	22.2585	4779.224899999999	401.6265	5566.666499999997	1837.841	518.6768	0.0	115.5196	3723.5372	0.0	0.0	0.0	0.0	0.0	6693.643169999999	0.0	0.0	1510.9708500000006	5915.348549999997	1137.848	0.0	1413.627	1936.30243	1496.97014	1096.27725	1552.82445	801.36535	2074.802089999999	1013.8135	1391.21267	0.0	0.0	0.0	2619.471	616.6843700000001	132.6702	1115.6050999999998	269.0119	2627.67055	102.1879	50.14797	2369.1421	2978.5269	1673.2702	456.0093	3203.02625	4163.497400000001	164.80713	1786.4011	319.77540000000005	16.1859	975.8969899999998	1667.7529100000004	704.46485	355.71199999999993	359.7944	337.50969999999995	578.4872	305.0455	386.7721	418.7482	579.4533
TSC013	0.0	24.2871	2400.2356	18.8883	2269.6141700000007	990.99745	76.30246	0.0	44.69563	1264.2267	0.0	0.0	0.0	0.0	0.0	2356.691999999999	0.0	0.0	506.7909	3434.7499999999995	633.85979	0.0	123.7114	795.94168	591.2592	160.42839999999998	286.1889	117.4622	587.4637	201.7205	444.4166	0.0	0.0	71.2373	110.306	344.1735	110.3227	1122.3060100000002	469.7777	1464.7040000000002	0.0	58.14688	2015.7389000000005	982.43692	713.4763	674.33724	1429.5265199999997	1165.03448	34.36134	191.55650000000003	181.8197	193.8082	307.19665	1023.45592	200.8743	176.7318	86.30919999999999	89.34479999999999	413.0723	182.6744	182.6744	197.79469999999995	440.7981
TSC016	0.0	589.30765	4831.38811	635.1124000000001	5102.82834	3072.702	619.9026	0.0	593.3391	4445.527650000001	12.1037	89.7208	0.0	0.0	0.0	9841.39491	0.0	33.5616	1470.2945599999998	7596.610599999999	2378.61995	173.47660000000002	89.6459	3688.85675	1449.6308	1431.3069400000004	1602.3820999999998	1425.3792999999998	3181.6412000000005	2020.12818	1640.32281	207.171	194.4551	211.9041	154.2088	1316.333	853.2178	1623.8679699999998	1873.7305	2804.1487999999995	0.0	1087.5417099999995	5679.22946	3612.39694	1222.659	778.9543000000001	2290.88599	4050.322740000001	431.3547	1090.1681	851.4521	765.3883000000001	1049.8289	2347.12658	739.6232	1165.5835	1032.6193	708.8316999999998	1744.36744	1183.4911000000002	897.7083000000001	840.0006	1748.97572
TSC020	0.0	0.0	3271.4727100000005	110.15116	8667.648459999999	5627.30789	303.4862	0.0	131.2879	5989.2668	0.0	0.0	0.0	0.0	0.0	8031.195989999999	0.0	0.0	1225.2376700000004	6539.556860000001	1901.49097	206.111	354.7126	1668.36679	1925.6674	658.0452999999998	891.8460000000001	807.0276999999999	1330.0050100000003	1185.11124	1323.26724	203.51	71.7492	0.0	0.0	217.7737	456.8096	2568.438	427.3078	3125.971490000001	0.0	615.2629	4645.386340000001	2648.7251400000005	349.2558	734.4070199999999	1505.6922000000002	1337.6477	503.5418	460.51188	423.6078	67.4203	1118.2945999999995	2942.4961000000008	580.1858000000001	406.33829	289.32329	353.95059000000003	399.1122	215.772	134.26409999999998	182.9657	1047.1409
TSC021	0.0	0.0	3405.5199999999995	59.66068	2087.91595	2364.552800000001	52.7081	0.0	15.933	1486.16999	0.0	0.0	0.0	0.0	0.0	2579.13928	0.0	175.428	777.5386	3521.80699	810.5203999999999	2188.31	567.4956	1625.64742	827.6106000000001	450.12270000000007	364.1632	278.9498	867.5575000000001	525.2067	2012.9154100000003	0.0	0.0	22.311	2894.3458	79.6226	89.4025	904.24861	54.067890000000006	1300.5338	0.0	841.5786	555.0923	587.5478399999997	1409.7462000000005	558.9289	3511.4419699999994	2866.13234	5.69494	88.91159999999999	155.7018	41.2785	76.16772999999999	672.22381	165.96089999999998	622.07326	593.73926	575.998	1687.9504	2904.9108	3054.7282	555.4676999999999	267.9298
TSC025	0.0	0.0	2905.04913	117.8225	2485.9552	1038.8627	81.863	0.0	68.6434	2114.1129	0.0	0.0	0.0	0.0	0.0	6386.377040000002	0.0	0.0	785.13059	2683.9809200000004	971.7704	4047.07	208.3921	1060.1204100000002	633.5226	484.63931	283.0912	433.70124	1409.0522	1006.1444	2753.14818	0.0	0.0	74.3419	2342.1346	137.31709999999998	0.0	928.1726	0.0	841.1745999999998	41.6166	381.6513	545.17642	937.65143	1042.8927	601.02604	2900.834410000001	2661.86668	13.2734	125.9955	67.9045	3009.38	2384.66247	661.6958999999999	111.1165	382.9052	341.27871	268.99781	1506.4226	2631.5994	1180.04976	84.7641	167.781
TSC027	0.0	423.314	3350.92327	401.2572	2785.41728	1350.2194499999998	98.7626	0.0	0.0	1586.2224	0.0	0.0	0.0	0.0	0.0	2410.70783	0.0	0.0	718.8536999999999	3916.1635	805.2363	832.962	304.35780000000005	2201.7762200000006	1152.3419	668.3725	408.3281	471.3533	1328.5361	931.1099	386.7885	12.3612	0.0	68.105	698.3788	183.729	76.9566	755.62425	16.9329	1659.3937999999996	16.6223	409.5151	67.62859999999999	683.46392	232.3087	217.8866	2669.876490000001	1938.2004	83.576	330.39660000000003	379.1279100000001	7.55136	417.43680000000006	675.1750000000001	35.6546	349.27000000000004	339.957	284.3471	833.5752	574.3126000000001	53.5116	66.6648	0.0
TSC031	0.0	0.0	1660.3412999999998	787.9724	1563.7206900000003	811.9966699999999	181.7788	0.0	0.0	1423.2819000000002	0.0	0.0	0.0	0.0	0.0	2246.85584	0.0	25.6341	1299.3270000000002	2436.715	1418.8496000000002	652.216	276.1066	1774.5009800000005	1062.9193	385.8199	385.4525	543.7496000000001	717.2602999999999	419.5515	417.74897	18.994	0.0	72.93639999999999	239.727	189.754	16.9916	372.8423	0.0	966.2009	0.0	382.2554	73.8176	337.07438	261.87	263.7807	2398.2198000000003	2344.2664000000004	60.3324	70.059	267.64672	0.0	127.0695	928.2791599999998	98.4041	23.3779	181.3149	181.3149	194.57104000000004	0.0	0.0	0.0	0.0
