Samples	meh	prkb	rbcl	rbcs	coxs	coxm	cutm	coxl	cutl	mct	abfd	acs	acss	acsb	nirk	nosz	norb	nirs	napa	nrfa	nira	narb	nasa	nr	hao	nit-6	nifk	nifd	nifh	pufm	peth	pete	petc	psba	psaa	apca	apcf	cpca	cpea	mpea	cpet	lhcb1	lhca1	sat	met3	apra	aprb	suox	sir	cysc	cysk	cysm	cysh	cysj	cysi	cysn	cysd
TSC001	0.0	0.0	0.0	34.0272	639.4363999999999	811.2953100000001	0.0	323.8086	0.0	0.0	177.5585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.68371	0.0	171.2443	64.2793	0.0	0.0	0.0	0.0	0.0	0.0	19.6498	96.9373	19.9417	160.5652	236.4015	999.1423	0.0	0.0	97.0941	127.178	164.015	46.4863	241.1155	0.0	0.0	202.0298	0.0	0.0	1816.8271	0.0	1458.9145	1080.0801700000002	1072.52454	50.6506	677.42493	85.0257	140.5586	45.6796	551.26224
TSC003	0.0	500.9115	0.0	0.0	384.9415	248.8618	0.0	123.9935	0.0	0.0	205.5113	0.0	0.0	0.0	16.7595	0.0	0.0	0.0	0.0	0.0	80.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.6645	254.0256	59.0815	552.2428	1810.7657	193.3437	56.0648	119.9836	0.0	87.717	150.8962	142.7926	0.0	0.0	82.5336	0.0	0.0	709.5182	0.0	455.6307000000001	494.4322	917.4132	69.4547	334.2189	16.8896	55.453	57.0121	500.77412
TSC005	0.0	27.0983	39.3047	194.2202	763.8154700000001	633.075	0.0	589.4778	0.0	0.0	98.0474	0.0	0.0	0.0	109.5824	0.0	0.0	0.0	92.2994	0.0	188.0219	218.0541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	420.1872	0.0	2161.3367	2227.7562000000003	257.0064	407.7122	112.6186	68.62	439.7996	94.8403	475.8730000000001	0.0	0.0	208.37735	27.3771	0.0	2395.6854000000003	0.0	80.91329999999999	2122.25973	2188.23536	406.33882000000006	1270.2459	237.57371	853.5129000000001	422.1772199999999	1518.3465
TSC008	0.0	9.98382	22.0209	0.0	307.4223	1043.83208	52.5777	196.4513	39.0073	31.507	577.0198	0.0	0.0	0.0	65.9776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5879	0.0	76.85023	558.5604000000001	386.182	100.947	0.0	0.0	0.0	0.0	0.0	15.619	0.0	0.0	392.74961	23.468200000000003	0.0	2181.058	0.0	197.619	3187.920309999999	1504.35497	272.7423	3509.3284000000003	132.5279	266.5902	357.172	757.5605500000001
TSC013	0.0	9.96751	0.0	0.0	357.62071	391.84821	0.0	152.63780000000003	0.0	0.0	140.0756	0.0	0.0	0.0	10.1927	0.0	0.0	0.0	0.0	0.0	71.2373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.7369	86.8486	0.0	325.7444	146.2272	211.718	0.0	25.9204	0.0	80.2772	61.0762	43.4006	0.0	0.0	152.18030000000002	0.0	0.0	156.897	0.0	170.13909999999998	227.61562	316.6999	265.61092	232.2387	14.8472	135.60003999999998	77.0026	371.7309
TSC016	0.0	76.6439	58.4393	66.8116	1260.85389	550.6966	0.0	710.7825000000001	0.0	0.0	199.555	0.0	0.0	0.0	43.6273	0.0	0.0	0.0	207.171	0.0	211.9041	194.4551	10.3226	0.0	0.0	0.0	0.0	0.0	0.0	215.5863	712.3791000000001	0.0	2336.9591	1276.2869	417.91960000000006	286.185	304.8047	143.4014	288.4928	325.6564	312.9725	0.0	0.0	366.2204	17.5714	0.0	3070.5009	23.9911	0.0	1476.39226	1762.6200000000006	484.3831	901.56616	91.8363	526.7706000000001	134.2098	974.56914
TSC020	0.0	163.024	0.0	86.176	465.5995999999999	706.3596	0.0	310.1697	0.0	0.0	0.0	0.0	0.0	0.0	76.9268	0.0	0.0	0.0	203.51	0.0	0.0	71.7492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.8486	256.54110000000003	41.471900000000005	2702.8409000000006	76.5892	194.9586	0.0	15.8298	0.0	59.7481	77.7528	27.59476	0.0	0.0	408.47471	24.6742	0.0	1949.3437	31.4151	280.719	1620.1563499999995	1783.6706399999998	111.0343	743.38421	51.9933	374.4288	665.17027	1241.63937
TSC021	0.0	0.0	0.0	0.0	569.4201	495.51560000000006	0.0	200.9755	12.1656	22.9967	301.343	0.0	0.0	0.0	0.0	49.1	0.0	0.0	0.0	0.0	22.311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1455.29	19.2392	674.53687	410.639	438.2375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.14943	0.0	0.0	1743.367	0.0	579.379	1729.2950200000002	852.8156	93.8026	2517.35097	289.141	10.8526	0.0	210.6799
TSC025	0.0	0.0	68.31689999999999	0.0	474.3772	118.6569	0.0	334.6098	0.0	27.1967	582.564	0.0	0.0	0.0	0.0	35.1133	0.0	0.0	0.0	0.0	74.3419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.1319	10.9523	135.41039999999998	213.8736	0.0	404.5109	0.0	86.891	0.0	73.8451	0.0	0.0	0.0	8.7395	1997.5701000000004	0.0	0.0	911.9285	0.0	0.0	470.77942	788.7721400000001	57.3509	1751.43125	229.3751	0.0	0.0	345.14909
TSC027	40.2015	0.0	67.7987	0.0	949.2168	497.2525	0.0	692.9003	0.0	14.6044	109.496	20.9885	0.0	0.0	0.0	87.3155	0.0	0.0	12.3612	0.0	68.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.547	14.3096	489.3528	586.1357	197.1807	147.007	924.9069	121.147	0.0	0.0	298.7019	0.0	13.2019	93.2722	0.0	0.0	1037.0257	0.0	10.7829	378.8381600000001	752.9385	44.8104	787.66853	104.1732	43.1652	25.8029	128.89790000000002
