Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
TSC242	77.7585	117.3851	3490.21643	35.3622	2778.53601	1573.2622700000004	68.7245	0.0	28.4404	2312.59259	0.0	0.0	0.0	0.0	0.0	3629.5680199999993	0.0	110.3819	1934.1464	3397.8689399999994	967.5242	38.7204	832.6359	2936.778100000001	1400.546	1822.94939	1500.7715000000003	983.6452	1541.1211000000003	876.2628400000001	1029.25968	56.2003	0.0	187.67714	477.2846	397.3842	34.171	1353.60065	0.0	2746.6734	75.34391000000001	131.29148999999998	494.73320000000007	833.0488099999999	1134.16286	606.0082799999999	4553.289509999999	3054.87172	29.5639	404.2087	678.0191	79.22529	555.7266	983.0725	433.1542	269.9899	234.4166	168.5749	560.95	125.0552	104.9141	38.3124	147.86079999999998
TSC245	71.41616	65.7441	2897.8222	118.5751	4407.852260000001	3001.44082	77.6019	0.0	232.1109	2434.0476500000004	0.0	0.0	0.0	0.0	0.0	6549.426550000001	0.0	64.9363	3952.2439	3068.1377	2134.8140000000003	0.0	499.81000000000006	3048.91334	1135.5368999999998	1729.79453	832.31507	578.4123800000001	1474.89262	1594.2021000000002	1493.2958	156.656	99.2698	79.5075	129.0447	220.4539	56.193560000000005	1116.9281	0.0	1757.1298	285.8185	427.55779999999993	1093.2732000000003	1273.4163	544.3589400000001	428.5292	1676.4967	1593.01408	203.2644	123.93023	763.07526	0.0	532.1234	1129.3445	789.5489000000001	141.81369999999998	100.204	100.204	694.97378	102.18757	96.9325	82.1202	318.3276
TSC246	29.7433	0.0	2533.19058	98.9276	4477.806999999999	3641.6977900000006	183.61711	0.0	118.1922	1216.6434	0.0	0.0	0.0	0.0	0.0	4848.95606	0.0	45.0709	2327.0572300000003	2214.2009900000003	1240.7920800000002	30.3832	156.5543	3462.25475	1786.1954200000002	2056.4804	1308.7905999999998	1535.9435	2247.4793400000003	1474.78741	1753.7370999999998	91.2456	0.0	60.5349	56.5772	213.4907	150.94240000000002	1343.2999	0.0	1377.36726	67.9275	414.3022	581.2479999999999	1277.8251299999995	388.51450000000006	644.7373	1499.1580100000003	1559.9770699999997	220.50450000000004	191.81978	1017.5572	0.0	343.60638	2533.9602000000004	341.13789999999995	201.86915	366.3405	301.10774000000004	770.69101	196.6422	120.8549	89.5542	400.6492
TSC247	19.0461	0.0	1180.31635	153.1377	3674.25821	1407.85985	60.04087	0.0	0.0	1734.4508999999996	0.0	0.0	0.0	0.0	0.0	2096.31893	0.0	172.35309999999998	1337.0188000000005	2329.25574	676.5000999999999	0.0	115.09888	2806.934979999998	2050.9578	1745.8489600000007	1279.7034199999996	1153.23478	2893.0812	1606.0698000000002	665.8741000000001	0.0	0.0	219.6954	0.0	480.3684	89.50919999999999	428.0345	15.2866	906.79903	220.4641	123.93825	49.28677	257.3982	278.3126	404.412	1110.1268600000003	764.99572	249.3727	110.2136	578.87883	9.56071	352.91174	1452.6085600000004	150.1073	150.58960000000002	124.32309999999998	124.3231	56.9921	49.236	13.4492	339.66650000000004	90.17806
TSC248	169.18370000000002	0.0	2173.722	143.97789999999998	4591.523699999999	2821.58796	54.0573	0.0	18.4799	3859.945699999999	0.0	0.0	0.0	0.0	0.0	3559.9219700000003	0.0	0.0	3198.8722999999995	6139.33047	1268.9232900000002	0.0	24.44405	4890.363199999999	1388.1786	1666.0774	1190.2884	1321.8495400000002	1730.6733	833.07397	622.2869999999999	60.3651	0.0	0.0	0.0	12.6597	56.8847	831.5059	0.0	1517.2924499999997	0.0	538.68171	170.18290000000002	454.242	585.4472000000001	194.1978	1399.2867199999998	972.85665	56.964	533.58531	488.7241	33.18837	1381.3164000000002	749.9519	1859.38866	90.9479	90.9479	90.9479	124.2607	90.9479	103.4997	90.9479	93.09703
TSC250	201.4465	0.0	922.9473000000002	607.9217	3762.171660000001	3140.1363000000006	317.857	0.0	10.164	704.7293999999999	0.0	0.0	0.0	0.0	0.0	2990.48668	0.0	0.0	2289.2377	2520.03356	1535.4561	0.0	467.7128	3318.0763100000004	1224.7612	1461.86199	1060.60773	1727.0043	1273.1181499999998	1386.001	1045.0864600000004	20.3975	0.0	0.0	0.0	14.1852	369.1855	700.2562	0.0	2680.6687400000005	85.56309999999999	1478.59546	862.0674	1689.6534700000002	739.7628	374.03905	1311.5592	636.6854	612.0539	812.1723999999999	585.3262000000001	0.0	2034.9306	737.6576000000001	1441.2572000000002	577.4178	166.9838	166.9838	166.9838	185.6088	166.9838	196.727	290.386
TSC251	68.8791	0.0	1216.695	69.8664	5133.664340000002	3254.5932399999992	147.7321	0.0	56.7862	802.5473999999999	0.0	0.0	0.0	0.0	0.0	3362.394	0.0	0.0	3229.9763200000007	4775.412199999999	1278.7921	0.0	107.9749	5450.619139999999	1412.3527999999997	848.7794999999999	583.0311999999999	1056.5038	1616.9104999999995	2393.8795	2827.96113	48.5711	0.0	0.0	0.0	279.8881	157.304	3150.66583	0.0	2677.6784	0.0	1695.111	556.58154	1958.5710100000008	1509.57983	404.63905	2999.59369	1434.0911	114.8181	715.01351	716.6469199999999	0.0	1467.46324	2357.885	344.42602	450.81156	435.86036	426.84	461.68376	221.7471	259.92048	260.91968	433.7864
TSC252	0.0	0.0	2062.40231	154.68332999999998	4687.39906	4222.5038	221.83363	0.0	0.0	2008.30581	0.0	0.0	0.0	0.0	0.0	4327.45835	0.0	0.0	1778.9336999999996	2939.0658400000007	1035.28224	0.0	212.7855	4850.756089999999	1028.3166	1408.97055	551.83055	2032.6164400000007	1873.3469	1719.9725299999998	3238.19279	55.3654	5.62427	0.0	0.0	14.5015	324.5502	2694.6582200000003	0.0	1914.78463	174.0641	1582.9795	496.3978	1244.9242	739.0853999999999	456.9453	2409.6284500000006	1850.81395	615.10417	532.08406	1001.9687	0.0	823.97283	1700.3755099999996	343.10887	190.5683	186.86197	190.5683	284.02677	149.0454	158.93024	148.94729999999998	182.653
TSC254	0.0	0.0	4081.42858	506.04296	5638.978000000001	4103.407699999999	14.5156	0.0	0.0	1717.0437000000002	0.0	0.0	0.0	146.673	0.0	5097.4787	0.0	0.0	2996.9943400000006	5187.6852	1740.9924	0.0	135.72950000000003	4360.146700000001	1059.0223999999998	1645.1415499999998	2020.495	3046.682799999999	3151.9168	1572.7286	2333.1707	19.9359	0.0	0.0	0.0	120.579	84.4154	4085.40789	0.0	3848.9696	0.0	1211.4917999999998	489.41919	1701.96779	649.0522000000001	577.5892	1989.265	1551.0951000000002	49.1888	545.7459	467.16960000000006	16.75922	2461.2224	1745.0195	1346.1241999999995	509.3095	228.1626	228.1626	275.97170000000006	103.3286	149.2595	175.0813	245.1548
TSC256	0.0	0.0	1366.54142	176.06034	3873.09523	2115.2288300000005	159.6961	0.0	34.8781	1442.6946	0.0	0.0	0.0	0.0	0.0	3126.670440000001	0.0	0.0	1793.60607	4195.132490000001	738.16952	0.0	110.2737	3153.270460000001	1488.2632599999995	1765.73775	1097.4317	1084.2213000000002	1567.7028899999996	1622.1667699999996	2100.0244100000004	322.391	30.4645	0.0	0.0	0.0	786.328	1133.2563999999998	0.0	647.6048000000002	14.7223	542.9199	233.40430000000003	640.73388	582.42124	555.5838	808.54044	946.2043	685.1045	400.9261	1566.4902900000002	0.0	368.83400000000006	1191.37076	708.1023	44.3161	44.3161	38.8031	677.5785999999999	0.0	20.8405	313.0617	73.089
TSC257	0.0	0.0	1443.7929	162.19639999999998	5119.957	3073.3488000000007	0.0	0.0	20.5703	1268.0077	0.0	0.0	0.0	21.228	0.0	2509.9263	0.0	0.0	2229.3046000000004	4270.3231000000005	1218.3247	0.0	20.7722	4041.601309999999	867.3752	2543.8807000000006	1223.4862	1582.5500000000002	1784.6239	1757.161	1633.2143	194.056	0.0	0.0	0.0	32.3347	147.19265	2080.9968	0.0	2372.7888000000003	0.0	1860.78751	462.0803	1191.7819	748.4986	609.9136	1695.0639	1536.4426000000003	182.889	923.3715	1590.62327	0.0	822.6391199999999	1662.3769	622.24562	684.2229	613.9471	613.9471	825.8579	594.979	781.1511	704.0278000000001	683.34682
TSC258	37.0025	0.0	2800.8893	245.1745	5063.9259600000005	4327.481199999999	476.3686	0.0	46.8001	2088.0683	0.0	0.0	0.0	0.0	0.0	2884.7406	0.0	0.0	1312.69539	3457.1882900000005	1524.4181700000004	0.0	8.77066	2091.61386	1956.9823	1386.4442700000002	994.69132	2051.176	1529.1730999999995	3309.7891	2128.7812899999994	101.19021	0.0	0.0	0.0	102.1845	874.2757399999998	2120.61149	0.0	2746.15795	0.0	852.58642	309.23688000000004	1134.6712000000002	939.6504	911.86159	1809.02855	1316.85107	1508.4109999999998	1440.5052099999998	1929.1282	23.494	820.6821499999999	1776.8206000000005	615.41746	1174.2310599999998	1239.2049	694.9124999999999	1392.1231699999998	630.4504999999999	587.8200999999999	543.3131999999999	590.2149999999999
TSC259	33.8161	0.0	2657.2499000000003	351.763	4379.31146	4154.02008	71.3625	0.0	18.824	1547.7647999999997	0.0	0.0	0.0	21.2912	0.0	3880.2256	0.0	0.0	3236.7791900000007	7032.60679	1351.8361000000002	0.0	381.9053	4552.06803	1273.0819	1894.84456	2127.01666	1707.359	2325.4136399999998	1719.8336	2015.0286	0.0	0.0	0.0	0.0	54.1138	768.0704999999999	1789.9399099999998	0.0	2367.43151	0.0	1753.85475	448.9916	1154.176	216.558	245.0849	2219.3287900000005	1399.76717	104.97039	254.42813	588.4735	9.5624	910.66869	888.2717199999998	455.5079	341.93460000000005	364.43756	364.43756	411.78558	346.2633	760.8646	809.1138000000001	199.457
TSC260	21.5436	0.0	2293.9399	6.68818	3631.0557199999994	3037.2865	75.47825	0.0	7.63912	1810.91475	0.0	0.0	0.0	0.0	0.0	4025.32874	0.0	0.0	2269.6345999999994	4848.687349999999	1385.6103	0.0	317.77384	3370.3917300000003	718.21183	1223.3461600000005	672.0202	1192.9656	1318.05816	1218.0461700000003	1802.0831700000003	0.0	0.0	0.0	0.0	74.3027	357.37001	1654.3549100000002	0.0	2299.44014	80.5911	1052.92634	558.895	589.5739	477.56088	353.8309	1348.77766	831.1348699999999	153.95882	282.41288999999995	580.57912	0.0	1041.4559200000003	1168.763	442.5936	177.382	179.436	171.18034	378.31394	159.3308	514.1308	538.6255	193.58418
TSC261	45.4451	0.0	1415.20187	85.38640000000001	3214.9347700000003	2748.0209000000004	254.9524	0.0	0.0	1474.3086999999996	0.0	0.0	0.0	257.0159	0.0	2616.6574900000005	0.0	0.0	1935.32059	4788.4086800000005	1299.7379	0.0	130.6374	3507.16714	1361.51087	1984.9391	1389.8732999999995	1707.3796	1399.3655	2164.2026000000005	1852.9279	17.1875	0.0	0.0	0.0	90.8091	466.0896	2336.3015	0.0	3679.591120000001	0.0	1042.7438000000002	686.3954200000001	1191.7715999999996	933.5583	316.21220000000005	1319.1032999999998	1468.5551000000005	0.0	827.8198	610.068	39.0381	640.5632999999999	1125.5203	842.0023999999999	542.2354	437.1114	437.1114	541.3074	376.9692	429.9704	582.583	383.75818
TSC262	28.6183	0.0	2914.2151000000003	187.1586	3300.26177	1952.67776	54.0969	0.0	0.0	2551.7824	0.0	0.0	0.0	0.0	0.0	2215.9079599999995	0.0	0.0	1963.77198	5627.827799999997	971.68511	0.0	88.6719	4354.60129	1777.1443	2443.2188	1632.7569	1174.322	2504.7384	2153.7353	1684.9848	0.0	0.0	0.0	0.0	69.2869	84.66558	2126.3758500000004	0.0	3285.779499999999	99.3089	1369.29885	153.615	971.3561199999998	814.8126	284.58570000000003	1843.10727	1809.77907	9.9356	289.4776	222.6871	0.0	432.14452000000006	897.7078400000001	169.0979	172.54226000000003	164.47820000000002	164.47820000000002	244.36980000000003	150.6527	308.8777	478.77470000000005	116.4267
TSC263	0.0	0.0	1055.196	85.17375	2296.70429	1448.1069199999995	14.521	0.0	0.0	1006.7969	0.0	0.0	0.0	0.0	0.0	2364.136569999999	0.0	0.0	1524.66785	2536.6700500000006	1173.1420799999994	8.75246	106.9724	2102.6545	955.5732	1459.3757200000005	613.0198999999999	462.2503	1112.10127	982.2674500000002	1616.0539699999997	0.0	0.0	47.7035	0.0	0.0	45.4046	243.75539	0.0	427.5078	56.4546	69.82480000000001	219.63801	164.69811	143.47869999999998	159.02007999999998	346.0274899999999	402.3932	204.9968	44.5808	1189.9295000000004	7.93893	304.76988000000006	566.03688	112.60994	60.8295	32.0672	15.6524	240.76139	62.1964	92.0529	191.0243	89.0087
TSC264	59.50094	9.88646	1054.06985	21.51805	3333.714150000001	1888.1180300000003	0.0	0.0	0.0	1349.3319000000004	0.0	0.0	0.0	106.0778	0.0	2042.06476	0.0	0.0	2301.9714	3353.3926799999995	697.7202000000001	26.0146	17.469	2847.28366	562.19057	788.5112999999999	423.2612	717.9828800000001	989.97699	1285.60199	1127.40686	32.1516	0.0	0.0	0.0	0.0	247.39331	627.6315999999999	0.0	1618.6671199999998	18.6548	481.67485	435.5674800000001	794.2068399999999	105.8596	132.3698	439.2886	703.1660000000002	67.3503	657.3238	749.1949000000003	0.0	750.2627	981.55066	234.0293	339.39239999999995	339.39239999999995	270.3469	189.3033	189.4838	240.2968	258.9707	224.7673
TSC265	23.3358	0.0	1708.5214099999998	255.2336	4372.735529999999	2716.371339999999	184.60394	0.0	70.6745	2941.36598	0.0	0.0	0.0	204.2275	0.0	3196.4882000000007	0.0	0.0	2713.7235399999995	4953.985009999999	1415.3591	9.13663	209.91436	4238.989329999999	548.8425	1298.4058800000005	952.34239	1240.75299	1313.7322	1228.2610600000005	1291.9078500000005	70.1533	23.7367	0.0	0.0	103.89513	174.3394	1325.1464	0.0	1920.06888	169.0164	751.4247999999999	1188.95673	1172.42998	305.435	424.9077	799.05593	1649.70056	267.4013	665.3525000000001	1002.73408	47.63975	865.08989	992.6995	640.9023	565.27991	478.0153	356.21270000000004	428.494	29.363100000000003	105.0488	73.2922	473.2355
TSC266	74.48939999999999	0.0	1805.65143	140.77620000000002	2577.2568300000003	1631.55055	93.5914	0.0	32.147800000000004	1918.93359	0.0	0.0	0.0	0.0	0.0	2903.946460000001	0.0	0.0	1557.1909999999998	3578.6755700000003	934.7672799999998	0.0	151.19811	2789.01753	1266.0431800000003	1319.93871	1401.8465	1182.4599599999997	2297.02687	1936.1086900000005	1088.81566	23.28596	0.0	192.14	0.0	105.4376	172.55324000000002	657.49534	8.45486	727.32625	171.06060000000002	1135.8224	311.97599	386.2895	329.5252	263.5585	459.27217	485.229	257.5835	191.68668	928.40733	0.0	530.52814	712.86982	348.1732	82.47605	32.8316	92.6946	341.1577	154.82044	69.1995	255.4586	0.0
TSC267	74.1308	0.0	3326.781110000001	116.6535	3963.28369	2116.36403	80.9696	0.0	0.0	2127.66839	0.0	0.0	0.0	17.6288	0.0	3566.13731	0.0	0.0	2744.355789999999	4678.887090000001	1189.2569199999998	11.4916	561.67617	4541.019889999999	1314.1971	1483.4738200000002	1563.3041000000003	818.0726	4471.2374	1717.10939	1030.09504	0.0	34.2647	201.424	0.0	47.0563	178.02919	1178.87081	0.0	1345.88326	8.90826	301.32673	537.46974	927.58395	134.427	139.3885	487.42576	1096.5428600000005	42.31569	109.10677	753.8505	0.0	738.0232900000001	1608.68338	462.9391	50.74134	50.74134	41.7428	63.0928	58.36710000000001	58.36710000000001	58.6944	95.71968
TSC268	22.737	0.0	1182.1206	108.0323	2509.26393	2211.33394	113.5617	0.0	0.0	1249.5991	0.0	0.0	0.0	146.7344	0.0	1765.1947999999998	0.0	0.0	2602.9172	1988.13866	1052.91	0.0	242.65048	3751.519	812.6843399999999	782.3315599999999	472.5031	733.82134	1166.1253	820.988	1120.30174	0.0	0.0	0.0	0.0	120.71134	159.1659	827.30813	0.0	1170.4130000000002	64.30514	617.6358	478.8255999999999	946.0406399999998	290.0821	132.9222	721.7632699999999	1427.9508000000003	63.7455	255.8218	388.4849	0.0	397.83615	502.7808	371.78379	172.6197	172.6197	185.7212	144.1776	115.8318	130.28740000000002	129.2487	177.17135000000002
TSC269	0.0	0.0	1966.0730000000003	222.6023	1965.18466	1831.3159699999997	96.9811	0.0	0.0	2071.7629	0.0	0.0	0.0	12.7996	0.0	2366.95249	0.0	96.7707	1054.2737499999998	4300.368579999999	1583.1535299999998	0.0	221.58432	3283.93884	1155.2222800000002	667.18604	823.5654599999999	936.82886	1154.03579	926.22084	1590.88297	116.948	0.0	16.1392	0.0	6.68395	72.6981	954.39377	0.0	900.6983700000002	13.1958	1040.5146	307.0477	445.9895	436.6525	287.3115	980.73243	834.3735200000001	523.5133999999999	498.6182	798.9670399999999	0.0	509.5292400000001	422.04173	247.91560000000004	105.1371	143.43200000000002	57.07242	403.6634	49.6682	174.0925	164.2569	109.67662
TSC270	153.8471	0.0	2172.04531	206.8202	6679.6753	2035.2816999999995	311.4822	0.0	0.0	1835.7026	13.5658	0.0	0.0	275.116	0.0	2023.06125	0.0	0.0	2371.17016	5467.39099	864.91071	0.0	391.3161	4662.716490000002	931.6550000000002	1981.83199	2163.767369999999	2138.13837	1259.53516	1521.3085	1726.1350000000004	0.0	0.0	0.0	0.0	18.2819	128.6785	1844.9357	0.0	2142.0143	0.0	641.8937999999999	658.53767	1024.24343	1208.0268999999998	407.454	1971.15501	2168.42291	162.6747	437.2562	361.1356	37.38061	542.90079	557.09272	275.9867	261.90804	254.4295	254.4295	310.123	247.45039	319.52189	128.127	330.394
TSC271	0.0	0.0	749.5466999999999	205.6842	2747.14717	1999.6213299999995	111.2433	0.0	13.2116	1490.5722999999998	0.0	0.0	0.0	11.3278	0.0	2833.6765700000005	0.0	0.0	2419.26565	3472.63829	1276.29432	0.0	263.12314000000003	2383.3095499999995	1881.9569	1019.67357	472.36324	661.2745999999999	1638.5987899999996	1226.22064	1495.6845500000002	0.0	22.51878	29.474	0.0	103.4617	19.3188	668.2739300000001	0.0	1391.36585	99.6801	334.00521	289.46801	412.89674	218.9652	345.44216	1146.9489	792.3764000000002	376.8246	261.63685000000004	1344.26989	0.0	426.63654	1523.1830000000002	421.87694	124.9637	174.67059999999998	189.5113	219.2481	56.8871	144.2002	174.2048	197.55324
TSC272	306.1641	0.0	2312.33788	21.2892	2914.6406999999986	3042.406499999999	85.2435	0.0	0.0	1596.8468000000005	0.0	0.0	0.0	904.262	0.0	3557.031560000001	0.0	0.0	2036.32323	3991.89091	2457.02371	0.0	0.0	3030.2769000000003	1048.683	1571.81813	623.5464000000001	1252.0222	1297.9211	2259.63824	1508.8312599999997	14.4041	0.0	0.0	0.0	71.1992	709.14469	1188.57217	0.0	3852.4265	0.0	1566.7847000000002	997.91985	1615.4563199999998	1808.1259	973.0917000000002	2499.0057	1866.8531	189.9821	1498.1511899999998	1684.65972	66.37142	1119.07831	2444.6993	379.6151000000001	390.17276	268.1717	268.1717	339.09850000000006	127.745	233.842	269.3398	618.00345
TSC273	132.94830000000002	0.0	848.4006999999998	135.87177	2865.362130000001	1743.08741	80.50489999999999	0.0	0.0	3320.8299	0.0	0.0	0.0	126.957	0.0	2374.69617	0.0	0.0	1802.7279200000005	3191.87215	1035.5292	0.0	115.7216	3903.72276	1120.6351	735.91409	936.0836	369.5066000000001	598.19019	1007.0722	1491.04611	0.0	0.0	0.0	0.0	0.0	153.09539999999998	1434.3151	0.0	2132.9455500000004	20.045	340.3894700000001	512.3247	489.49574	277.2045	351.2653	2329.31283	1672.17875	190.2866	352.41110000000003	122.8536	0.0	467.0469	362.35342	445.51213999999993	78.8633	78.8633	78.8633	91.3751	78.8633	78.8633	78.8633	114.7783
